N,P,K,temperature,humidity,ph,rainfall,label
17,12,29,26.6931,94.0789,6.2474,160.9063,coconut
0,11,33,25.3278,93.0216,6.1598,211.0949,coconut
28,13,27,27.0372,97.3927,6.0259,155.8283,coconut
32,13,33,28.1754,96.8087,5.7235,133.0828,coconut
2,22,32,26.4761,96.0591,5.6299,170.2968,coconut
38,17,28,27.1744,95.8422,6.028,218.6824,coconut
17,8,25,27.6314,90.511,6.0092,223.0035,coconut
29,20,31,26.5532,95.7758,5.6095,163.8992,coconut
2,17,27,24.6336,90.331,6.3223,141.3819,coconut
23,28,25,29.1437,97.5635,5.6342,139.6865,coconut
5,26,35,27.3653,96.0778,5.397,178.7895,coconut
30,12,33,25.5723,93.8697,6.095,201.5012,coconut
24,12,27,26.5089,92.4791,6.0072,179.5641,coconut
30,33,32,28.0481,90.24,6.4101,230.8068,coconut
25,22,35,29.1774,90.569,5.8644,223.4687,coconut
36,23,30,28.0501,93.1209,5.8462,163.9782,coconut
7,27,29,28.2614,91.4231,6.4118,179.7112,coconut
37,31,28,27.8846,92.9087,5.6325,142.4494,coconut
2,19,33,26.1637,94.826,5.711,139.7533,coconut
5,28,24,26.9499,92.5774,6.0124,153.1201,coconut
21,25,32,27.5157,91.1616,5.8625,162.8031,coconut
37,26,31,29.2693,94.0147,6.1358,225.2621,coconut
8,17,26,25.9754,93.7556,6.5832,164.7663,coconut
29,25,35,26.7872,91.8441,5.9362,220.4676,coconut
11,21,34,27.5402,91.1339,5.8411,188.5492,coconut
26,22,34,27.2461,94.0671,6.456,157.9645,coconut
20,27,31,28.3726,99.2659,5.5444,197.2823,coconut
5,19,24,28.9278,96.8886,6.3995,138.3837,coconut
6,17,31,27.8816,96.4933,6.2727,205.627,coconut
17,32,30,26.5021,91.2822,6.6146,178.1709,coconut
30,10,26,26.1706,93.9061,5.867,188.2668,coconut
13,20,37,28.6951,94.2821,6.3952,161.254,coconut
27,24,32,26.8951,90.5583,5.7253,158.5834,coconut
30,8,27,25.9956,92.3558,6.3031,206.1997,coconut
14,28,29,27.5392,93.9963,5.4338,150.2276,coconut
13,17,25,25.3426,92.2586,5.8148,168.2696,coconut
25,16,29,25.3322,91.8748,5.6255,232.7858,coconut
43,25,33,26.5608,89.3106,6.2247,223.5503,coconut
30,15,35,26.9455,94.3599,6.3747,146.1465,coconut
12,24,28,26.3066,94.9471,5.6131,159.1889,coconut
31,9,30,25.9781,94.6283,5.9039,208.3162,coconut
39,27,29,25.1822,94.7924,6.4412,220.1017,coconut
34,5,28,25.8129,98.3844,5.9799,133.5487,coconut
4,5,30,28.7288,90.1971,5.667,207.2783,coconut
4,23,31,28.8152,91.9347,5.7996,214.5067,coconut
28,6,25,26.0312,100.0,6.4144,135.6003,coconut
31,18,32,26.1528,94.0524,6.3895,215.4451,coconut
24,23,30,26.1092,97.239,5.7363,147.1569,coconut
20,15,28,28.3278,92.2762,6.3248,188.7453,coconut
31,18,24,28.5669,90.6012,6.4239,132.2286,coconut
19,13,31,24.8562,93.9716,5.7778,214.6431,coconut
8,25,34,25.851,95.4266,6.3441,225.7067,coconut
101,43,19,22.4773,74.5971,6.1935,84.7596,cotton
111,53,17,25.3597,83.5379,7.4637,74.3431,cotton
140,56,26,23.5758,83.7033,7.8122,71.1281,cotton
109,56,14,25.2418,82.6892,6.9487,69.76,cotton
132,53,21,22.9164,84.9786,8.0739,75.2845,cotton
132,41,19,23.9193,78.4762,6.0163,75.6627,cotton
128,55,22,25.0279,84.0678,7.4702,94.9007,cotton
127,54,16,23.8584,82.2766,6.739,60.7152,cotton
140,54,24,21.9912,83.0849,6.9514,89.129,cotton
125,44,20,25.013,80.579,7.6823,78.8314,cotton
123,46,16,23.0248,77.1445,6.6411,92.3401,cotton
104,37,20,23.896,79.4065,7.4672,61.6624,cotton
109,58,23,25.6367,80.0589,7.5345,69.2912,cotton
137,45,16,24.0632,81.9387,6.0315,84.4537,cotton
127,56,19,21.6224,79.6778,7.7124,83.129,cotton
128,43,21,23.9894,81.7116,7.2236,98.4871,cotton
110,50,22,24.1714,79.7109,7.9677,79.9693,cotton
134,57,18,24.9538,80.0639,6.6991,84.0534,cotton
111,59,18,25.8659,83.4405,7.8934,84.7541,cotton
120,45,18,25.3963,85.2512,5.8921,66.9771,cotton
103,52,23,24.4851,85.4652,7.4051,82.6126,cotton
139,48,18,22.4422,78.8271,7.2203,93.4461,cotton
123,37,17,24.4221,81.1279,7.334,68.6363,cotton
129,60,21,23.9626,80.6536,7.563,68.7849,cotton
103,36,12,24.5371,79.6074,6.9927,95.7168,cotton
122,43,20,22.8121,74.7012,7.0028,82.2706,cotton
117,45,19,23.5058,83.1854,6.0919,95.1874,cotton
114,56,19,23.8091,84.362,6.0027,96.5231,cotton
128,56,18,23.6374,79.2737,5.9856,81.9685,cotton
130,54,17,24.458,82.7015,6.0036,64.3702,cotton
131,53,29,25.073,76.0034,6.4065,70.504,cotton
135,53,18,22.1357,81.8215,7.6991,83.8406,cotton
139,49,26,23.4213,76.0056,6.1849,92.4056,cotton
124,37,20,24.706,85.5894,7.6184,69.148,cotton
107,43,15,21.6273,76.5279,6.964,78.417,cotton
138,38,16,23.3082,76.0231,6.4851,84.7402,cotton
115,47,21,22.1089,86.2759,6.7355,73.526,cotton
108,37,19,24.4234,86.4131,7.3655,70.6245,cotton
120,52,19,23.8416,85.2674,7.3555,75.4077,cotton
104,55,17,25.455,81.1262,7.251,72.9433,cotton
124,54,16,23.8328,83.5692,6.0612,61.4884,cotton
104,56,14,25.0809,73.7617,7.5253,92.6988,cotton
113,42,18,24.4537,76.5356,7.3123,92.0206,cotton
138,43,25,22.9675,82.4292,7.0626,61.4319,cotton
132,37,18,23.5056,85.2669,6.6671,81.6329,cotton
125,45,22,24.0437,79.2959,6.4164,102.5505,cotton
134,53,17,23.3482,81.9178,5.764,100.3436,cotton
103,48,23,22.2232,77.0106,5.7623,67.0712,cotton
127,57,21,23.361,79.424,6.3262,101.7325,cotton
135,52,20,24.4139,83.7462,6.7904,79.9306,cotton
139,58,18,25.6659,76.1528,7.7363,58.2504,cotton
138,50,22,24.5721,83.3462,7.379,75.3517,cotton
140,35,20,23.3092,75.5184,7.8335,71.0311,cotton
103,38,15,24.2756,77.8301,7.1216,74.4847,cotton
133,52,23,21.8979,75.7428,7.4218,71.5722,cotton
127,43,22,22.6717,81.5572,7.3566,93.8343,cotton
118,59,18,24.468,82.9243,7.8022,103.6105,cotton
104,53,15,25.5225,75.0346,7.6978,61.7504,cotton
103,45,21,25.9634,83.4919,7.849,57.1737,cotton
121,49,19,25.4838,80.5801,7.5762,75.9008,cotton
105,45,20,23.6159,76.4797,8.0358,75.191,cotton
140,38,21,22.8543,81.1511,6.6703,76.2439,cotton
127,43,21,23.9975,76.8523,7.1299,74.3768,cotton
100,44,24,24.5156,84.2821,7.1132,95.3005,cotton
126,51,19,25.5303,77.9513,7.6556,77.8267,cotton
139,47,21,22.2963,81.3727,7.5577,66.455,cotton
121,36,17,21.8004,80.9785,7.0396,70.0563,cotton
125,39,18,25.1229,79.6388,6.0549,60.7424,cotton
100,43,24,24.1588,83.9828,8.0073,82.0006,cotton
136,50,15,25.9921,83.1529,6.9149,93.6247,cotton
125,37,17,23.4401,79.8111,6.3969,68.4051,cotton
111,58,19,24.2455,79.7709,6.1331,93.7023,cotton
113,49,16,25.4524,77.8418,7.0124,86.3717,cotton
101,32,23,24.5747,81.5234,6.825,100.5688,cotton
119,42,26,26.4447,77.4126,7.7199,93.6397,cotton
111,45,21,26.4949,82.97,5.689,56.5589,cotton
114,49,21,24.0434,83.129,7.6691,79.6405,cotton
123,42,16,24.0255,77.1764,7.419,84.5128,cotton
135,42,22,21.747,76.731,7.4416,73.0811,cotton
138,44,17,24.9809,77.2741,7.7737,78.7171,cotton
122,57,18,22.7254,75.4702,6.8164,103.2368,cotton
140,45,16,24.5201,84.5967,7.3336,95.1905,cotton
132,46,18,24.3341,81.9887,5.9018,95.0009,cotton
139,47,15,24.4707,77.9223,7.6165,67.4261,cotton
105,51,20,24.1841,80.7439,6.1324,77.6212,cotton
109,54,20,26.0842,81.513,8.0085,96.3315,cotton
109,47,22,22.4104,78.5175,7.844,86.0735,cotton
106,37,23,23.6551,74.9525,6.7869,74.7801,cotton
123,46,22,24.8859,81.2817,5.7881,94.3976,cotton
131,60,21,23.3281,75.0031,6.4316,79.6061,cotton
122,63,23,24.4229,78.1771,7.7074,86.0544,cotton
101,37,23,25.6555,77.6913,6.3431,88.2273,cotton
138,46,21,25.6629,82.3585,7.1732,80.8684,cotton
141,55,23,22.8737,76.6541,6.8767,81.3402,cotton
116,43,21,22.7226,75.9172,6.6129,69.0786,cotton
126,57,19,22.1981,78.4786,6.6555,89.1203,cotton
115,59,15,22.2519,80.0469,7.4787,84.2055,cotton
102,37,20,22.7825,79.2764,6.2101,91.2279,cotton
104,58,22,21.7341,83.2928,7.878,70.34,cotton
135,43,18,23.1249,81.3385,6.0528,79.189,cotton
60,48,36,23.4309,76.0578,6.8672,149.2226,jute
92,42,46,24.3987,87.5322,6.4587,160.1704,jute
98,49,34,25.281,78.3464,6.0925,165.6625,jute
93,57,45,24.6009,89.1615,6.682,160.1409,jute
89,39,46,25.0635,72.0819,6.0574,183.7786,jute
63,60,36,25.8223,81.721,6.0123,155.8758,jute
73,45,39,25.5478,79.8554,6.8422,168.1668,jute
97,48,40,23.9421,87.5231,6.5491,187.0308,jute
67,43,40,24.817,80.5885,6.8263,174.4056,jute
62,43,40,23.6968,83.089,6.8071,198.787,jute
78,46,39,25.3781,79.8462,6.5095,156.0184,jute
60,35,39,23.2129,86.9888,6.9221,176.445,jute
78,60,45,24.6067,82.6971,6.1911,149.3585,jute
68,57,41,24.553,70.0711,6.4962,154.6163,jute
61,50,44,26.7777,84.3255,6.1323,156.0733,jute
92,40,47,24.8454,83.8621,6.1775,156.1902,jute
79,57,41,24.6696,81.595,6.8473,188.4132,jute
64,40,41,25.2463,74.4699,6.527,159.8071,jute
98,52,43,24.5706,83.1878,6.6216,187.3989,jute
84,57,46,23.152,76.114,6.0162,177.5807,jute
61,56,36,26.154,72.3644,6.2162,186.8758,jute
84,44,38,23.5247,86.0209,6.6799,176.7756,jute
89,46,46,23.7882,80.0319,6.2175,151.4403,jute
86,40,37,25.1998,88.3161,6.1968,181.8728,jute
78,47,38,26.0242,86.349,6.3102,187.157,jute
83,46,33,23.3056,71.7724,6.0492,201.9433,jute
96,53,35,23.6953,78.8047,6.3951,192.116,jute
65,36,39,23.8393,77.4551,6.354,157.5969,jute
70,55,45,24.1861,89.8175,6.0784,160.4711,jute
70,48,43,25.2508,80.5402,6.5203,173.5695,jute
59,44,38,24.0603,83.7205,6.5006,196.0275,jute
74,51,42,23.5862,80.7948,6.4541,151.7654,jute
96,45,44,24.5999,76.7069,6.7259,197.4602,jute
69,53,42,22.4707,75.5121,6.4477,168.4504,jute
89,40,36,23.7837,72.795,6.2332,175.3544,jute
74,34,42,26.0855,83.1162,5.9087,190.8362,jute
69,53,37,23.7327,85.932,6.5455,181.0699,jute
81,38,39,23.7812,78.366,7.0133,188.7785,jute
72,50,44,25.1441,73.5391,6.2422,159.5245,jute
97,53,44,22.5439,76.8916,6.1058,174.2423,jute
75,53,41,23.9709,85.9625,6.6962,199.9184,jute
77,36,37,26.0801,75.7123,6.4418,190.599,jute
75,54,42,24.9255,71.8568,6.3442,162.4232,jute
85,57,42,23.8422,82.2813,6.461,170.8852,jute
93,52,41,23.7349,86.7547,6.1325,151.5025,jute
88,52,44,25.7001,81.7661,6.2896,197.313,jute
76,57,45,27.1403,85.6262,6.5736,195.7676,jute
96,59,38,23.7885,69.9982,6.5104,188.9889,jute
87,56,41,24.0185,73.4937,5.7429,191.837,jute
68,40,40,23.0674,74.0253,6.7435,171.35,jute
59,58,37,26.3974,70.6361,6.8692,174.1348,jute
87,41,36,25.4615,80.4978,6.0296,154.1466,jute
84,45,40,23.6934,81.4224,6.2305,187.1224,jute
90,40,44,25.455,79.5575,6.0557,177.9547,jute
81,33,46,26.22,83.2942,6.1023,156.5809,jute
94,44,37,22.5673,88.8985,6.5511,177.7178,jute
59,34,36,25.5106,80.1268,6.5072,188.6473,jute
61,59,35,23.9363,89.0582,6.9516,183.9702,jute
93,49,43,24.303,81.1033,7.0698,164.121,jute
95,41,44,24.0399,87.3162,6.7343,156.1084,jute
83,41,36,26.2979,79.2417,6.8084,184.6296,jute
68,45,43,24.3047,83.1056,5.9707,192.8651,jute
88,54,40,25.7935,74.0815,6.6641,158.6638,jute
80,53,42,24.3987,74.0044,6.8332,186.9811,jute
103,52,45,24.4503,70.2575,6.5415,171.2274,jute
92,36,42,26.8167,71.7877,6.2761,158.9337,jute
80,47,35,25.3149,79.3973,6.5899,183.8578,jute
96,44,40,26.6614,73.7418,6.6058,153.9001,jute
76,56,42,26.4651,86.1826,6.123,192.3391,jute
69,60,45,26.6218,86.5436,6.7407,182.4815,jute
81,48,39,25.8372,84.507,6.682,182.9343,jute
66,47,38,23.9368,76.3614,6.0875,156.3169,jute
84,57,43,23.5773,73.3351,6.0987,208.0599,jute
81,42,39,26.5286,76.4312,6.5894,198.7444,jute
94,46,37,25.649,77.4738,6.0527,164.0446,jute
59,49,40,24.6721,86.6695,6.0208,194.9442,jute
67,36,39,23.3017,83.8277,6.8413,179.5986,jute
80,40,45,26.28,77.6133,6.2343,187.7558,jute
86,55,39,26.7715,78.5915,6.0706,164.1251,jute
67,51,45,26.1916,78.8562,6.7165,194.405,jute
86,52,43,26.0139,70.97,6.5881,192.2839,jute
86,37,42,26.6435,87.0448,6.6489,167.5271,jute
83,47,40,27.5856,79.8118,6.5373,172.7729,jute
88,44,38,22.3799,83.3506,6.4753,155.8158,jute
75,54,42,22.7775,81.8409,6.7759,178.0831,jute
74,52,37,24.2179,82.2833,6.8737,178.6722,jute
98,52,39,24.6559,79.53,6.0713,200.9747,jute
72,57,36,24.1833,78.0502,6.5394,193.9481,jute
83,43,44,23.3968,81.3807,6.5703,153.1561,jute
62,38,40,25.1596,90.5201,6.15,160.9217,jute
96,40,34,23.8711,71.3783,6.7774,165.4734,jute
82,36,43,22.637,87.2074,6.5627,153.6966,jute
66,55,46,26.7819,71.5211,6.6443,147.8191,jute
96,46,45,26.0246,85.3557,6.6843,155.7415,jute
64,40,37,25.5919,91.5206,6.2363,167.8053,jute
72,37,44,25.8848,71.0573,6.7432,175.0649,jute
64,47,36,27.5505,80.9142,6.701,161.725,jute
64,49,42,23.5981,74.3828,6.7735,194.0739,jute
73,54,36,27.0332,73.5771,6.1608,175.8237,jute
76,43,36,25.0723,79.919,6.8095,161.5007,jute
114,21,24,24.5641,54.0535,7.0021,156.9045,coffee
110,19,27,25.1003,51.3582,7.0535,185.6192,coffee
108,37,26,27.4771,63.9667,6.2474,134.4041,coffee
86,44,29,23.8127,50.9797,6.3803,197.962,coffee
119,15,32,26.3765,53.0815,6.5888,158.9787,coffee
117,39,28,25.3467,60.4805,7.0703,173.9988,coffee
81,26,31,27.5787,53.614,7.1912,164.6763,coffee
118,34,26,22.9798,64.5361,6.7983,151.2024,coffee
114,18,30,24.3407,52.6592,7.378,172.1555,coffee
112,35,24,23.6576,64.3474,6.5999,163.8262,coffee
93,17,22,24.7348,59.7482,7.5504,179.3113,coffee
109,17,37,27.9206,62.7869,7.0421,190.3617,coffee
102,36,26,25.8606,64.3795,7.468,191.0496,coffee
102,40,26,26.1142,52.6854,6.3462,142.4777,coffee
98,38,30,22.4545,49.593,6.2599,162.9046,coffee
84,26,27,27.8202,62.3226,6.9122,168.7947,coffee
90,16,30,26.3757,52.0441,6.8565,197.4444,coffee
108,28,35,24.7501,63.3124,7.2364,161.2202,coffee
102,20,25,24.9242,60.5981,6.7629,175.8215,coffee
89,30,32,27.8993,59.5997,6.9618,198.0464,coffee
112,16,30,23.6595,65.3378,6.6663,181.0224,coffee
103,20,34,25.634,53.0103,6.0566,173.9459,coffee
108,37,34,27.723,67.5154,6.2839,140.3918,coffee
85,38,28,26.0811,53.917,6.8186,157.8551,coffee
91,31,32,28.1131,52.9134,7.2643,156.4147,coffee
91,28,24,25.4106,63.1755,7.1459,174.2906,coffee
112,38,29,24.3299,57.7202,6.4869,180.2283,coffee
83,20,34,26.7849,67.1329,6.2245,142.9464,coffee
103,24,31,23.7568,64.7778,5.8553,176.7871,coffee
90,18,30,24.2409,63.367,7.0757,190.1458,coffee
95,16,28,27.0462,50.6091,7.3972,152.5289,coffee
89,24,34,24.1023,57.2779,7.6568,158.8728,coffee
79,24,27,23.9567,62.5831,6.3786,171.6632,coffee
106,39,28,25.4407,62.7621,6.073,182.7897,coffee
79,34,27,25.6851,54.2573,6.7474,159.9272,coffee
95,36,31,25.9961,64.5505,7.3752,178.6126,coffee
107,31,26,25.4234,61.3737,6.4577,186.5891,coffee
113,22,26,27.0007,66.1008,6.1775,161.9974,coffee
107,26,27,26.3719,56.8536,6.9843,155.1168,coffee
89,33,27,24.2171,63.242,7.526,147.1742,coffee
87,25,30,26.823,54.5697,6.9257,188.5297,coffee
111,35,31,24.7699,62.027,7.0298,184.2755,coffee
114,24,36,22.0668,62.2908,6.9657,165.1978,coffee
114,20,31,24.6752,65.2329,6.7281,153.4708,coffee
108,23,31,27.6678,58.315,6.6493,152.0777,coffee
116,18,25,24.5041,58.5139,6.9741,148.182,coffee
101,39,27,27.3939,57.4777,6.4881,183.3999,coffee
104,32,34,24.7644,64.3735,7.2239,160.5729,coffee
116,34,33,26.6612,66.384,6.3316,150.4482,coffee
79,24,31,23.4337,62.0288,6.3735,152.1738,coffee
80,33,31,27.4658,60.644,7.5534,193.5012,coffee
87,28,36,26.1419,63.636,5.9316,182.1186,coffee
102,30,33,24.822,58.5364,7.3324,165.1007,coffee
88,39,34,27.1128,58.0588,6.7763,173.246,coffee
100,34,31,23.9635,63.5122,6.8402,198.6483,coffee
85,21,27,25.4261,57.4638,6.102,194.442,coffee
100,28,32,22.7891,67.021,7.1414,210.6641,coffee
102,17,29,27.5746,64.9005,6.8571,182.9142,coffee
84,26,30,27.0139,53.0225,6.5172,181.3432,coffee
121,21,32,25.9136,66.1892,6.2156,148.7596,coffee
114,24,32,24.6234,65.0427,7.1643,154.1921,coffee
89,36,33,27.0287,55.7535,6.1691,151.7501,coffee
96,21,30,25.3318,53.1082,6.6683,160.3862,coffee
87,17,27,24.1916,57.1457,6.6119,182.8814,coffee
82,24,32,26.4477,57.8731,6.0539,173.1258,coffee
82,24,31,28.2275,56.2345,6.8927,179.2534,coffee
113,23,24,27.3239,65.3093,6.5574,158.4676,coffee
102,21,28,23.577,58.138,7.0069,142.696,coffee
117,25,34,23.9801,56.6145,6.8767,174.9242,coffee
89,24,35,25.8505,54.7465,6.531,163.8702,coffee
83,25,23,27.3673,64.2064,6.6507,161.1507,coffee
86,39,27,25.0295,54.5165,6.37,139.6916,coffee
87,31,32,26.2555,50.1512,6.5143,143.6615,coffee
101,15,36,24.8568,56.7207,6.7416,154.0063,coffee
88,31,27,26.9009,63.6732,6.2469,150.0584,coffee
118,30,34,27.8901,59.3945,6.0284,177.9453,coffee
107,39,36,27.0874,56.0088,6.3166,191.6085,coffee
107,20,24,27.3633,61.5963,6.6842,140.1284,coffee
84,16,36,27.0674,58.8545,7.1978,181.5927,coffee
116,32,33,23.7894,62.4444,7.0038,167.1936,coffee
104,31,24,24.9903,67.786,6.4045,151.2197,coffee
83,28,34,25.8983,62.5912,6.106,143.2427,coffee
110,31,34,26.7728,59.4083,6.6034,157.6707,coffee
91,18,29,27.2504,50.8102,6.9359,181.3064,coffee
108,34,29,27.6123,65.9186,7.4772,163.3444,coffee
103,38,33,25.1087,54.7151,7.0016,156.1135,coffee
109,38,29,23.8843,56.421,6.8418,165.5905,coffee
114,40,26,26.792,54.7956,7.4382,146.9175,coffee
89,35,30,25.2875,62.9425,6.2141,162.3043,coffee
79,32,30,25.0777,57.784,6.5411,164.2443,coffee
94,15,29,24.8763,57.464,7.1428,184.7706,coffee
85,31,26,27.0308,61.8212,7.1373,163.1097,coffee
105,23,33,26.7858,52.0303,6.7318,183.2753,coffee
98,20,34,24.6097,61.0811,7.0637,173.5625,coffee
82,36,29,26.433,63.2124,7.4147,161.3104,coffee
93,20,34,25.8044,65.5977,6.2985,190.4104,coffee
113,16,30,25.6154,61.9796,6.2058,179.7368,coffee
84,26,31,24.2845,69.496,7.0278,159.3575,coffee
102,23,29,27.9984,66.0739,6.9713,189.2906,coffee
113,34,33,27.366,56.285,7.1633,147.5342,coffee
